summonerName,championId,championName,championLevel,championPoints
NS Callme,161,Vel'Koz (Velkoz),1,235
NS Callme,74,Heimerdinger (Heimerdinger),1,182
NS Callme,17,Teemo (Teemo),1,120
Strong7,523,Aphelios (Aphelios),7,147306
Strong7,236,Lucian (Lucian),5,73149
Strong7,555,Pyke (Pyke),5,67078
Strong7,145,Kai'Sa (Kaisa),7,62177
Strong7,235,Senna (Senna),7,50091
Strong7,81,Ezreal (Ezreal),6,46231
Strong7,895,Nilah (Nilah),5,44313
Strong7,110,Varus (Varus),5,44228
Strong7,221,Zeri (Zeri),5,43552
Strong7,202,Jhin (Jhin),5,39597
Strong7,51,Caitlyn (Caitlyn),5,38514
Strong7,222,Jinx (Jinx),5,31246
Strong7,360,Samira (Samira),5,28519
Strong7,119,Draven (Draven),5,25619
Strong7,498,Xayah (Xayah),5,23347
Strong7,22,Ashe (Ashe),4,18180
Strong7,429,Kalista (Kalista),4,15875
Strong7,96,Kog'Maw (KogMaw),4,14857
Strong7,29,Twitch (Twitch),4,14069
Strong7,15,Sivir (Sivir),3,10323
Strong7,64,Lee Sin (LeeSin),3,8298
Strong7,67,Vayne (Vayne),3,8025
Strong7,21,Miss Fortune (MissFortune),3,7909
Strong7,104,Graves (Graves),3,7883
Strong7,497,Rakan (Rakan),3,7761
Strong7,266,Aatrox (Aatrox),3,7730
Strong7,111,Nautilus (Nautilus),3,6953
Strong7,777,Yone (Yone),3,6357
Strong7,18,Tristana (Tristana),2,5983
Strong7,412,Thresh (Thresh),2,5275
Strong7,43,Karma (Karma),2,4851
Strong7,350,Yuumi (Yuumi),2,4737
Strong7,267,Nami (Nami),2,4714
Strong7,234,Viego (Viego),2,3654
Strong7,8,Vladimir (Vladimir),2,3175
Strong7,115,Ziggs (Ziggs),2,3106
Strong7,121,Kha'Zix (Khazix),2,3100
Strong7,897,K'Sante (KSante),2,3068
Strong7,58,Renekton (Renekton),2,2845
Strong7,517,Sylas (Sylas),2,2717
Strong7,12,Alistar (Alistar),2,2655
Strong7,518,Neeko (Neeko),2,2565
Strong7,24,Jax (Jax),2,2408
Strong7,84,Akali (Akali),2,2366
Strong7,133,Quinn (Quinn),2,2292
Strong7,76,Nidalee (Nidalee),2,2218
Strong7,136,Aurelion Sol (AurelionSol),2,2170
Strong7,103,Ahri (Ahri),2,2081
Strong7,59,Jarvan IV (JarvanIV),2,2081
Strong7,203,Kindred (Kindred),2,1992
Strong7,142,Zoe (Zoe),2,1859
Strong7,888,Renata Glasc (Renata),2,1856
Strong7,112,Viktor (Viktor),2,1836
Strong7,82,Mordekaiser (Mordekaiser),2,1834
Strong7,14,Sion (Sion),1,1644
Strong7,99,Lux (Lux),1,1616
Strong7,39,Irelia (Irelia),1,1528
Strong7,117,Lulu (Lulu),1,1367
Strong7,147,Seraphine (Seraphine),1,1357
Strong7,902,Milio (Milio),1,1321
Strong7,53,Blitzcrank (Blitzcrank),1,1313
Strong7,102,Shyvana (Shyvana),1,1157
Strong7,11,Master Yi (MasterYi),1,1110
Strong7,31,Cho'Gath (Chogath),1,1027
Strong7,238,Zed (Zed),1,969
Strong7,91,Talon (Talon),1,923
Strong7,163,Taliyah (Taliyah),1,921
Strong7,55,Katarina (Katarina),1,866
Strong7,92,Riven (Riven),1,862
Strong7,54,Malphite (Malphite),1,818
Strong7,105,Fizz (Fizz),1,812
Strong7,126,Jayce (Jayce),1,811
Strong7,62,Wukong (MonkeyKing),1,788
Strong7,85,Kennen (Kennen),1,778
Strong7,57,Maokai (Maokai),1,764
Strong7,89,Leona (Leona),1,752
Strong7,245,Ekko (Ekko),1,723
Strong7,150,Gnar (Gnar),1,718
Strong7,711,Vex (Vex),1,713
Strong7,48,Trundle (Trundle),1,678
Strong7,157,Yasuo (Yasuo),1,650
Strong7,10,Kayle (Kayle),1,647
Strong7,4,Twisted Fate (TwistedFate),1,601
Strong7,30,Karthus (Karthus),1,581
Strong7,50,Swain (Swain),1,571
Strong7,40,Janna (Janna),1,556
Strong7,45,Veigar (Veigar),1,552
Strong7,32,Amumu (Amumu),1,536
Strong7,7,LeBlanc (Leblanc),1,493
Strong7,516,Ornn (Ornn),1,429
Strong7,25,Morgana (Morgana),1,258
Strong7,86,Garen (Garen),1,221
Strong7,56,Nocturne (Nocturne),1,216
Strong7,26,Zilean (Zilean),1,211
Strong7,254,Vi (Vi),1,207
Strong7,9,Fiddlesticks (Fiddlesticks),1,165
Strong7,268,Azir (Azir),1,160
Strong7,122,Darius (Darius),1,146
Strong7,421,Rek'Sai (RekSai),1,135
Strong7,106,Volibear (Volibear),1,135
Strong7,127,Lissandra (Lissandra),1,132
Strong7,79,Gragas (Gragas),1,131
Strong7,200,Bel'Veth (Belveth),1,125
Strong7,80,Pantheon (Pantheon),1,120
Strong7,101,Xerath (Xerath),1,118
Strong7,20,Nunu & Willump (Nunu),1,115
Strong7,166,Akshan (Akshan),1,112
Strong7,16,Soraka (Soraka),1,110
Strong7,131,Diana (Diana),1,108
Strong7,33,Rammus (Rammus),1,105
Strong7,154,Zac (Zac),1,103
Strong7,1,Annie (Annie),1,102
Strong7,114,Fiora (Fiora),1,99
Strong7,427,Ivern (Ivern),1,98
Strong7,876,Lillia (Lillia),1,95
Strong7,201,Braum (Braum),1,95
Strong7,246,Qiyana (Qiyana),1,90
Strong7,526,Rell (Rell),1,78
Strong7,13,Ryze (Ryze),1,71
Strong7,83,Yorick (Yorick),1,69
칼과 창 방패,78,Poppy (Poppy),5,2709722
칼과 창 방패,19,Warwick (Warwick),7,362168
칼과 창 방패,245,Ekko (Ekko),5,313469
칼과 창 방패,39,Irelia (Irelia),5,99516
칼과 창 방패,266,Aatrox (Aatrox),6,90490
칼과 창 방패,875,Sett (Sett),6,84230
칼과 창 방패,157,Yasuo (Yasuo),5,50393
칼과 창 방패,58,Renekton (Renekton),5,42480
칼과 창 방패,517,Sylas (Sylas),5,36723
칼과 창 방패,236,Lucian (Lucian),5,32345
칼과 창 방패,24,Jax (Jax),5,32039
칼과 창 방패,64,Lee Sin (LeeSin),5,28800
칼과 창 방패,518,Neeko (Neeko),5,26121
칼과 창 방패,164,Camille (Camille),5,22654
칼과 창 방패,3,Galio (Galio),4,21021
칼과 창 방패,13,Ryze (Ryze),4,17861
칼과 창 방패,25,Morgana (Morgana),4,17748
칼과 창 방패,84,Akali (Akali),4,16655
칼과 창 방패,105,Fizz (Fizz),4,15189
칼과 창 방패,81,Ezreal (Ezreal),4,14448
칼과 창 방패,202,Jhin (Jhin),4,13776
칼과 창 방패,126,Jayce (Jayce),4,12994
칼과 창 방패,107,Rengar (Rengar),3,12226
칼과 창 방패,80,Pantheon (Pantheon),3,12189
칼과 창 방패,150,Gnar (Gnar),3,11195
칼과 창 방패,53,Blitzcrank (Blitzcrank),3,10323
칼과 창 방패,246,Qiyana (Qiyana),3,9697
칼과 창 방패,145,Kai'Sa (Kaisa),3,9524
칼과 창 방패,122,Darius (Darius),3,8249
칼과 창 방패,7,LeBlanc (Leblanc),3,8093
칼과 창 방패,240,Kled (Kled),3,7948
칼과 창 방패,14,Sion (Sion),3,7468
칼과 창 방패,555,Pyke (Pyke),3,7388
칼과 창 방패,55,Katarina (Katarina),3,7256
칼과 창 방패,54,Malphite (Malphite),3,7073
칼과 창 방패,85,Kennen (Kennen),3,6994
칼과 창 방패,238,Zed (Zed),3,6901
칼과 창 방패,120,Hecarim (Hecarim),3,6799
칼과 창 방패,98,Shen (Shen),3,6486
칼과 창 방패,350,Yuumi (Yuumi),3,6422
칼과 창 방패,141,Kayn (Kayn),3,6406
칼과 창 방패,133,Quinn (Quinn),3,6111
칼과 창 방패,69,Cassiopeia (Cassiopeia),3,6090
칼과 창 방패,38,Kassadin (Kassadin),2,5966
칼과 창 방패,6,Urgot (Urgot),2,5592
칼과 창 방패,103,Ahri (Ahri),2,5266
칼과 창 방패,516,Ornn (Ornn),2,4912
칼과 창 방패,32,Amumu (Amumu),2,4364
칼과 창 방패,96,Kog'Maw (KogMaw),2,4316
칼과 창 방패,43,Karma (Karma),2,4211
칼과 창 방패,131,Diana (Diana),2,4205
칼과 창 방패,62,Wukong (MonkeyKing),2,4146
칼과 창 방패,114,Fiora (Fiora),2,4111
칼과 창 방패,79,Gragas (Gragas),2,3743
칼과 창 방패,36,Dr. Mundo (DrMundo),2,3709
칼과 창 방패,235,Senna (Senna),2,3445
칼과 창 방패,67,Vayne (Vayne),2,3406
칼과 창 방패,497,Rakan (Rakan),2,3329
칼과 창 방패,82,Mordekaiser (Mordekaiser),2,3271
칼과 창 방패,104,Graves (Graves),2,3199
칼과 창 방패,106,Volibear (Volibear),2,3040
칼과 창 방패,498,Xayah (Xayah),2,3038
칼과 창 방패,59,Jarvan IV (JarvanIV),2,2893
칼과 창 방패,142,Zoe (Zoe),2,2842
칼과 창 방패,42,Corki (Corki),2,2790
칼과 창 방패,29,Twitch (Twitch),2,2726
칼과 창 방패,21,Miss Fortune (MissFortune),2,2691
칼과 창 방패,51,Caitlyn (Caitlyn),2,2674
칼과 창 방패,76,Nidalee (Nidalee),2,2672
칼과 창 방패,429,Kalista (Kalista),2,2635
칼과 창 방패,12,Alistar (Alistar),2,2616
칼과 창 방패,92,Riven (Riven),2,2604
칼과 창 방패,8,Vladimir (Vladimir),2,2441
칼과 창 방패,115,Ziggs (Ziggs),2,2326
칼과 창 방패,5,Xin Zhao (XinZhao),2,2291
칼과 창 방패,86,Garen (Garen),2,2255
칼과 창 방패,432,Bard (Bard),2,2251
칼과 창 방패,1,Annie (Annie),2,2224
칼과 창 방패,15,Sivir (Sivir),2,2207
칼과 창 방패,897,K'Sante (KSante),2,2159
칼과 창 방패,20,Nunu & Willump (Nunu),2,2094
칼과 창 방패,203,Kindred (Kindred),2,2051
칼과 창 방패,101,Xerath (Xerath),2,2007
칼과 창 방패,22,Ashe (Ashe),2,1959
칼과 창 방패,18,Tristana (Tristana),2,1952
칼과 창 방패,17,Teemo (Teemo),2,1944
칼과 창 방패,234,Viego (Viego),2,1922
칼과 창 방패,117,Lulu (Lulu),2,1856
칼과 창 방패,268,Azir (Azir),2,1854
칼과 창 방패,110,Varus (Varus),2,1821
칼과 창 방패,876,Lillia (Lillia),2,1803
칼과 창 방패,254,Vi (Vi),1,1784
칼과 창 방패,4,Twisted Fate (TwistedFate),1,1660
칼과 창 방패,45,Veigar (Veigar),1,1608
칼과 창 방패,2,Olaf (Olaf),1,1601
칼과 창 방패,112,Viktor (Viktor),1,1600
칼과 창 방패,121,Kha'Zix (Khazix),1,1596
칼과 창 방패,63,Brand (Brand),1,1587
칼과 창 방패,99,Lux (Lux),1,1538
칼과 창 방패,50,Swain (Swain),1,1520
칼과 창 방패,75,Nasus (Nasus),1,1451
칼과 창 방패,119,Draven (Draven),1,1409
칼과 창 방패,360,Samira (Samira),1,1362
칼과 창 방패,11,Master Yi (MasterYi),1,1339
칼과 창 방패,27,Singed (Singed),1,1325
칼과 창 방패,9,Fiddlesticks (Fiddlesticks),1,1293
칼과 창 방패,23,Tryndamere (Tryndamere),1,1290
칼과 창 방패,163,Taliyah (Taliyah),1,1235
칼과 창 방패,222,Jinx (Jinx),1,1217
칼과 창 방패,777,Yone (Yone),1,1096
칼과 창 방패,33,Rammus (Rammus),1,1072
칼과 창 방패,223,Tahm Kench (TahmKench),1,1063
칼과 창 방패,887,Gwen (Gwen),1,1049
칼과 창 방패,35,Shaco (Shaco),1,995
칼과 창 방패,16,Soraka (Soraka),1,980
칼과 창 방패,420,Illaoi (Illaoi),1,975
칼과 창 방패,412,Thresh (Thresh),1,967
칼과 창 방패,91,Talon (Talon),1,778
칼과 창 방패,113,Sejuani (Sejuani),1,765
칼과 창 방패,161,Vel'Koz (Velkoz),1,740
칼과 창 방패,30,Karthus (Karthus),1,711
칼과 창 방패,74,Heimerdinger (Heimerdinger),1,681
칼과 창 방패,127,Lissandra (Lissandra),1,672
칼과 창 방패,427,Ivern (Ivern),1,575
칼과 창 방패,26,Zilean (Zilean),1,546
칼과 창 방패,421,Rek'Sai (RekSai),1,543
칼과 창 방패,154,Zac (Zac),1,501
칼과 창 방패,711,Vex (Vex),1,402
칼과 창 방패,68,Rumble (Rumble),1,319
칼과 창 방패,526,Rell (Rell),1,249
칼과 창 방패,102,Shyvana (Shyvana),1,243
칼과 창 방패,166,Akshan (Akshan),1,241
칼과 창 방패,89,Leona (Leona),1,225
칼과 창 방패,60,Elise (Elise),1,180
칼과 창 방패,57,Maokai (Maokai),1,125
칼과 창 방패,61,Orianna (Orianna),1,124
칼과 창 방패,10,Kayle (Kayle),1,113
칼과 창 방패,56,Nocturne (Nocturne),1,103
칼과 창 방패,111,Nautilus (Nautilus),1,102
칼과 창 방패,136,Aurelion Sol (AurelionSol),1,99
칼과 창 방패,37,Sona (Sona),1,98
칼과 창 방패,523,Aphelios (Aphelios),1,97
칼과 창 방패,48,Trundle (Trundle),1,83
Chu성훈,53,Blitzcrank (Blitzcrank),7,643992
Chu성훈,555,Pyke (Pyke),6,567486
Chu성훈,412,Thresh (Thresh),6,539919
Chu성훈,432,Bard (Bard),6,248896
Chu성훈,43,Karma (Karma),6,150862
Chu성훈,12,Alistar (Alistar),6,104927
Chu성훈,111,Nautilus (Nautilus),6,100728
Chu성훈,64,Lee Sin (LeeSin),5,90564
Chu성훈,40,Janna (Janna),5,74788
Chu성훈,117,Lulu (Lulu),6,62324
Chu성훈,497,Rakan (Rakan),6,56164
Chu성훈,81,Ezreal (Ezreal),6,55090
Chu성훈,25,Morgana (Morgana),5,49523
Chu성훈,99,Lux (Lux),5,49304
Chu성훈,350,Yuumi (Yuumi),6,43068
Chu성훈,3,Galio (Galio),5,39768
Chu성훈,76,Nidalee (Nidalee),5,37452
Chu성훈,22,Ashe (Ashe),5,30810
Chu성훈,39,Irelia (Irelia),5,30334
Chu성훈,32,Amumu (Amumu),6,30021
Chu성훈,201,Braum (Braum),6,28430
Chu성훈,79,Gragas (Gragas),5,25647
Chu성훈,67,Vayne (Vayne),4,20814
Chu성훈,89,Leona (Leona),4,18458
Chu성훈,267,Nami (Nami),4,18241
Chu성훈,7,LeBlanc (Leblanc),4,17871
Chu성훈,80,Pantheon (Pantheon),4,16313
Chu성훈,13,Ryze (Ryze),4,15503
Chu성훈,157,Yasuo (Yasuo),4,15351
Chu성훈,141,Kayn (Kayn),4,14600
Chu성훈,888,Renata Glasc (Renata),4,14121
Chu성훈,526,Rell (Rell),4,12821
Chu성훈,235,Senna (Senna),3,11955
Chu성훈,92,Riven (Riven),3,11895
Chu성훈,236,Lucian (Lucian),3,11095
Chu성훈,200,Bel'Veth (Belveth),3,10394
Chu성훈,147,Seraphine (Seraphine),3,9676
Chu성훈,875,Sett (Sett),3,9013
Chu성훈,74,Heimerdinger (Heimerdinger),3,8872
Chu성훈,1,Annie (Annie),3,8754
Chu성훈,223,Tahm Kench (TahmKench),3,8124
Chu성훈,238,Zed (Zed),3,7852
Chu성훈,777,Yone (Yone),3,6321
Chu성훈,142,Zoe (Zoe),2,5347
Chu성훈,902,Milio (Milio),2,5227
Chu성훈,134,Syndra (Syndra),2,5202
Chu성훈,121,Kha'Zix (Khazix),2,5181
Chu성훈,164,Camille (Camille),2,5115
Chu성훈,110,Varus (Varus),2,4963
Chu성훈,57,Maokai (Maokai),2,4892
Chu성훈,51,Caitlyn (Caitlyn),2,4275
Chu성훈,104,Graves (Graves),2,4145
Chu성훈,145,Kai'Sa (Kaisa),2,4010
Chu성훈,26,Zilean (Zilean),2,3555
Chu성훈,44,Taric (Taric),2,3243
Chu성훈,29,Twitch (Twitch),2,2939
Chu성훈,115,Ziggs (Ziggs),2,2826
Chu성훈,91,Talon (Talon),2,2818
Chu성훈,518,Neeko (Neeko),2,2616
Chu성훈,222,Jinx (Jinx),2,2560
Chu성훈,105,Fizz (Fizz),2,2522
Chu성훈,360,Samira (Samira),2,2504
Chu성훈,60,Elise (Elise),2,2397
Chu성훈,133,Quinn (Quinn),2,2250
Chu성훈,38,Kassadin (Kassadin),2,2200
Chu성훈,61,Orianna (Orianna),2,2098
Chu성훈,17,Teemo (Teemo),2,2083
Chu성훈,55,Katarina (Katarina),2,2056
Chu성훈,21,Miss Fortune (MissFortune),2,2053
Chu성훈,69,Cassiopeia (Cassiopeia),2,1981
Chu성훈,103,Ahri (Ahri),2,1932
Chu성훈,84,Akali (Akali),2,1892
Chu성훈,15,Sivir (Sivir),2,1884
Chu성훈,254,Vi (Vi),1,1799
Chu성훈,41,Gangplank (Gangplank),1,1744
Chu성훈,23,Tryndamere (Tryndamere),1,1699
Chu성훈,85,Kennen (Kennen),1,1685
Chu성훈,4,Twisted Fate (TwistedFate),1,1589
Chu성훈,78,Poppy (Poppy),1,1484
Chu성훈,887,Gwen (Gwen),1,1442
Chu성훈,517,Sylas (Sylas),1,1405
Chu성훈,27,Singed (Singed),1,1398
Chu성훈,101,Xerath (Xerath),1,1380
Chu성훈,498,Xayah (Xayah),1,1360
Chu성훈,36,Dr. Mundo (DrMundo),1,1359
Chu성훈,876,Lillia (Lillia),1,1345
Chu성훈,24,Jax (Jax),1,1267
Chu성훈,114,Fiora (Fiora),1,1242
Chu성훈,268,Azir (Azir),1,1240
Chu성훈,11,Master Yi (MasterYi),1,1234
Chu성훈,429,Kalista (Kalista),1,1198
Chu성훈,420,Illaoi (Illaoi),1,1183
Chu성훈,234,Viego (Viego),1,1174
Chu성훈,221,Zeri (Zeri),1,1134
Chu성훈,9,Fiddlesticks (Fiddlesticks),1,1119
Chu성훈,122,Darius (Darius),1,1116
Chu성훈,107,Rengar (Rengar),1,993
Chu성훈,56,Nocturne (Nocturne),1,966
Chu성훈,16,Soraka (Soraka),1,952
Chu성훈,202,Jhin (Jhin),1,942
Chu성훈,163,Taliyah (Taliyah),1,937
Chu성훈,421,Rek'Sai (RekSai),1,830
Chu성훈,711,Vex (Vex),1,817
Chu성훈,246,Qiyana (Qiyana),1,692
Chu성훈,245,Ekko (Ekko),1,691
Chu성훈,150,Gnar (Gnar),1,616
Chu성훈,154,Zac (Zac),1,598
Chu성훈,516,Ornn (Ornn),1,592
Chu성훈,30,Karthus (Karthus),1,516
Chu성훈,18,Tristana (Tristana),1,420
Chu성훈,28,Evelynn (Evelynn),1,256
Chu성훈,58,Renekton (Renekton),1,228
Chu성훈,62,Wukong (MonkeyKing),1,227
Chu성훈,33,Rammus (Rammus),1,195
Chu성훈,48,Trundle (Trundle),1,171
Chu성훈,63,Brand (Brand),1,164
Chu성훈,45,Veigar (Veigar),1,154
Chu성훈,131,Diana (Diana),1,148
Chu성훈,8,Vladimir (Vladimir),1,140
Chu성훈,10,Kayle (Kayle),1,111
Chu성훈,102,Shyvana (Shyvana),1,109
Chu성훈,136,Aurelion Sol (AurelionSol),1,69
Chu성훈,20,Nunu & Willump (Nunu),1,69
Chu성훈,19,Warwick (Warwick),1,64
고군분투일취월장,526,Rell (Rell),5,40041
고군분투일취월장,555,Pyke (Pyke),5,28292
고군분투일취월장,497,Rakan (Rakan),4,18162
고군분투일취월장,111,Nautilus (Nautilus),4,15862
고군분투일취월장,12,Alistar (Alistar),4,15532
고군분투일취월장,201,Braum (Braum),3,11160
고군분투일취월장,89,Leona (Leona),3,6144
고군분투일취월장,53,Blitzcrank (Blitzcrank),2,4249
고군분투일취월장,888,Renata Glasc (Renata),2,3233
고군분투일취월장,350,Yuumi (Yuumi),2,3194
고군분투일취월장,412,Thresh (Thresh),2,3116
고군분투일취월장,43,Karma (Karma),1,1659
고군분투일취월장,141,Kayn (Kayn),1,1457
고군분투일취월장,74,Heimerdinger (Heimerdinger),1,1308
고군분투일취월장,117,Lulu (Lulu),1,1273
고군분투일취월장,875,Sett (Sett),1,952
고군분투일취월장,420,Illaoi (Illaoi),1,777
고군분투일취월장,18,Tristana (Tristana),1,737
고군분투일취월장,221,Zeri (Zeri),1,704
고군분투일취월장,268,Azir (Azir),1,703
고군분투일취월장,96,Kog'Maw (KogMaw),1,643
고군분투일취월장,120,Hecarim (Hecarim),1,634
고군분투일취월장,51,Caitlyn (Caitlyn),1,595
고군분투일취월장,902,Milio (Milio),1,587
고군분투일취월장,68,Rumble (Rumble),1,530
고군분투일취월장,29,Twitch (Twitch),1,461
고군분투일취월장,79,Gragas (Gragas),1,278
고군분투일취월장,223,Tahm Kench (TahmKench),1,135
고군분투일취월장,203,Kindred (Kindred),1,88
ko0k,64,Lee Sin (LeeSin),6,64258
ko0k,126,Jayce (Jayce),7,62438
ko0k,114,Fiora (Fiora),7,46241
ko0k,39,Irelia (Irelia),7,37875
ko0k,85,Kennen (Kennen),6,33559
ko0k,150,Gnar (Gnar),5,32696
ko0k,164,Camille (Camille),6,24080
ko0k,56,Nocturne (Nocturne),5,22452
ko0k,236,Lucian (Lucian),5,22327
ko0k,58,Renekton (Renekton),4,21283
ko0k,517,Sylas (Sylas),4,18302
ko0k,41,Gangplank (Gangplank),4,16741
ko0k,777,Yone (Yone),4,16456
ko0k,84,Akali (Akali),4,16197
ko0k,24,Jax (Jax),4,15881
ko0k,68,Rumble (Rumble),3,12168
ko0k,92,Riven (Riven),3,11632
ko0k,875,Sett (Sett),3,11610
ko0k,887,Gwen (Gwen),3,11205
ko0k,67,Vayne (Vayne),3,10532
ko0k,266,Aatrox (Aatrox),3,8587
ko0k,61,Orianna (Orianna),3,7862
ko0k,59,Jarvan IV (JarvanIV),3,7623
ko0k,36,Dr. Mundo (DrMundo),3,7608
ko0k,268,Azir (Azir),3,6419
ko0k,203,Kindred (Kindred),3,6316
ko0k,62,Wukong (MonkeyKing),3,6260
ko0k,10,Kayle (Kayle),3,6025
ko0k,13,Ryze (Ryze),2,5538
ko0k,79,Gragas (Gragas),2,5460
ko0k,104,Graves (Graves),2,4650
ko0k,166,Akshan (Akshan),2,4603
ko0k,429,Kalista (Kalista),2,4127
ko0k,157,Yasuo (Yasuo),2,3765
ko0k,223,Tahm Kench (TahmKench),2,3645
ko0k,897,K'Sante (KSante),2,3631
ko0k,134,Syndra (Syndra),2,2982
ko0k,43,Karma (Karma),2,2880
ko0k,246,Qiyana (Qiyana),2,2874
ko0k,113,Sejuani (Sejuani),2,2796
ko0k,107,Rengar (Rengar),2,2481
ko0k,77,Udyr (Udyr),2,2348
ko0k,133,Quinn (Quinn),2,2229
ko0k,18,Tristana (Tristana),2,2029
ko0k,8,Vladimir (Vladimir),2,2009
ko0k,2,Olaf (Olaf),2,1874
ko0k,516,Ornn (Ornn),1,1538
ko0k,57,Maokai (Maokai),1,1291
ko0k,69,Cassiopeia (Cassiopeia),1,1249
ko0k,106,Volibear (Volibear),1,988
ko0k,81,Ezreal (Ezreal),1,963
ko0k,234,Viego (Viego),1,929
ko0k,82,Mordekaiser (Mordekaiser),1,866
ko0k,105,Fizz (Fizz),1,836
ko0k,122,Darius (Darius),1,789
ko0k,238,Zed (Zed),1,752
ko0k,98,Shen (Shen),1,679
ko0k,23,Tryndamere (Tryndamere),1,675
ko0k,29,Twitch (Twitch),1,649
ko0k,115,Ziggs (Ziggs),1,617
ko0k,45,Veigar (Veigar),1,607
ko0k,222,Jinx (Jinx),1,563
ko0k,35,Shaco (Shaco),1,524
ko0k,498,Xayah (Xayah),1,429
ko0k,53,Blitzcrank (Blitzcrank),1,342
ko0k,142,Zoe (Zoe),1,220
ko0k,7,LeBlanc (Leblanc),1,145
ko0k,245,Ekko (Ekko),1,140
ko0k,101,Xerath (Xerath),1,125
ko0k,412,Thresh (Thresh),1,107
모든일은같이,18,Tristana (Tristana),5,52743
모든일은같이,126,Jayce (Jayce),5,50981
모든일은같이,7,LeBlanc (Leblanc),5,47198
모든일은같이,134,Syndra (Syndra),5,38708
모든일은같이,897,K'Sante (KSante),5,33880
모든일은같이,517,Sylas (Sylas),5,31240
모든일은같이,268,Azir (Azir),5,29773
모든일은같이,518,Neeko (Neeko),5,29518
모든일은같이,1,Annie (Annie),5,28598
모든일은같이,103,Ahri (Ahri),5,27017
모든일은같이,39,Irelia (Irelia),5,25212
모든일은같이,84,Akali (Akali),5,24577
모든일은같이,711,Vex (Vex),4,18876
모든일은같이,142,Zoe (Zoe),4,17510
모든일은같이,157,Yasuo (Yasuo),4,15469
모든일은같이,85,Kennen (Kennen),4,14515
모든일은같이,777,Yone (Yone),3,11459
모든일은같이,236,Lucian (Lucian),3,9665
모든일은같이,13,Ryze (Ryze),3,9350
모든일은같이,23,Tryndamere (Tryndamere),3,8065
모든일은같이,266,Aatrox (Aatrox),3,7834
모든일은같이,166,Akshan (Akshan),3,7120
모든일은같이,79,Gragas (Gragas),3,6211
모든일은같이,887,Gwen (Gwen),2,5931
모든일은같이,67,Vayne (Vayne),2,5447
모든일은같이,68,Rumble (Rumble),2,5089
모든일은같이,127,Lissandra (Lissandra),2,4538
모든일은같이,64,Lee Sin (LeeSin),2,4473
모든일은같이,81,Ezreal (Ezreal),2,4010
모든일은같이,136,Aurelion Sol (AurelionSol),2,3692
모든일은같이,238,Zed (Zed),2,3460
모든일은같이,112,Viktor (Viktor),2,3328
모든일은같이,497,Rakan (Rakan),2,3154
모든일은같이,15,Sivir (Sivir),2,2676
모든일은같이,78,Poppy (Poppy),2,2526
모든일은같이,45,Veigar (Veigar),2,2498
모든일은같이,222,Jinx (Jinx),2,2424
모든일은같이,61,Orianna (Orianna),2,2134
모든일은같이,4,Twisted Fate (TwistedFate),2,2093
모든일은같이,22,Ashe (Ashe),2,2023
모든일은같이,60,Elise (Elise),2,1985
모든일은같이,498,Xayah (Xayah),2,1911
모든일은같이,111,Nautilus (Nautilus),1,1769
모든일은같이,150,Gnar (Gnar),1,1741
모든일은같이,10,Kayle (Kayle),1,1532
모든일은같이,105,Fizz (Fizz),1,1428
모든일은같이,58,Renekton (Renekton),1,1252
모든일은같이,164,Camille (Camille),1,1203
모든일은같이,245,Ekko (Ekko),1,1180
모든일은같이,117,Lulu (Lulu),1,1120
모든일은같이,53,Blitzcrank (Blitzcrank),1,1044
모든일은같이,429,Kalista (Kalista),1,899
모든일은같이,50,Swain (Swain),1,881
모든일은같이,69,Cassiopeia (Cassiopeia),1,824
모든일은같이,101,Xerath (Xerath),1,783
모든일은같이,8,Vladimir (Vladimir),1,775
모든일은같이,110,Varus (Varus),1,774
모든일은같이,25,Morgana (Morgana),1,730
모든일은같이,555,Pyke (Pyke),1,697
모든일은같이,30,Karthus (Karthus),1,647
모든일은같이,14,Sion (Sion),1,624
모든일은같이,360,Samira (Samira),1,599
모든일은같이,141,Kayn (Kayn),1,472
모든일은같이,234,Viego (Viego),1,444
모든일은같이,145,Kai'Sa (Kaisa),1,425
모든일은같이,163,Taliyah (Taliyah),1,262
모든일은같이,523,Aphelios (Aphelios),1,257
모든일은같이,254,Vi (Vi),1,191
모든일은같이,122,Darius (Darius),1,173
모든일은같이,62,Wukong (MonkeyKing),1,161
모든일은같이,246,Qiyana (Qiyana),1,154
모든일은같이,92,Riven (Riven),1,141
모든일은같이,42,Corki (Corki),1,135
모든일은같이,29,Twitch (Twitch),1,133
모든일은같이,24,Jax (Jax),1,108
모든일은같이,121,Kha'Zix (Khazix),1,102
DRX Juhana,64,Lee Sin (LeeSin),5,498343
DRX Juhana,76,Nidalee (Nidalee),6,321395
DRX Juhana,107,Rengar (Rengar),5,205603
DRX Juhana,163,Taliyah (Taliyah),5,190931
DRX Juhana,421,Rek'Sai (RekSai),5,171565
DRX Juhana,79,Gragas (Gragas),5,168372
DRX Juhana,104,Graves (Graves),5,143538
DRX Juhana,121,Kha'Zix (Khazix),5,139166
DRX Juhana,28,Evelynn (Evelynn),7,136004
DRX Juhana,113,Sejuani (Sejuani),5,126157
DRX Juhana,517,Sylas (Sylas),5,116799
DRX Juhana,203,Kindred (Kindred),5,114175
DRX Juhana,80,Pantheon (Pantheon),7,111812
