summonerName,championId,championName,championLevel,championPoints
T1 Dol,421,Rek'Sai (RekSai),1,187
T1 Dol,950,Naafiri (Naafiri),1,167
T1 Dol,432,Bard (Bard),1,158
T1 Dol,154,Zac (Zac),1,155
T1 Dol,223,Tahm Kench (TahmKench),1,155
T1 Dol,72,Skarner (Skarner),1,149
T1 Dol,200,Bel'Veth (Belveth),1,137
T1 Dol,29,Twitch (Twitch),1,127
T1 Dol,106,Volibear (Volibear),1,121
T1 Dol,497,Rakan (Rakan),1,120
T1 Dol,2,Olaf (Olaf),1,116
T1 Dol,526,Rell (Rell),1,102
T1 Dol,902,Milio (Milio),1,100
이기고싶댜아,523,Aphelios (Aphelios),5,233631
이기고싶댜아,222,Jinx (Jinx),5,213520
이기고싶댜아,81,Ezreal (Ezreal),5,210213
이기고싶댜아,145,Kai'Sa (Kaisa),5,155263
이기고싶댜아,221,Zeri (Zeri),5,102261
이기고싶댜아,498,Xayah (Xayah),5,91744
이기고싶댜아,360,Samira (Samira),5,82060
이기고싶댜아,202,Jhin (Jhin),5,60273
이기고싶댜아,21,Miss Fortune (MissFortune),5,57142
이기고싶댜아,110,Varus (Varus),5,55271
이기고싶댜아,236,Lucian (Lucian),5,46584
이기고싶댜아,51,Caitlyn (Caitlyn),5,42611
이기고싶댜아,22,Ashe (Ashe),5,26878
이기고싶댜아,15,Sivir (Sivir),5,25153
이기고싶댜아,18,Tristana (Tristana),5,23365
이기고싶댜아,235,Senna (Senna),4,18772
이기고싶댜아,67,Vayne (Vayne),4,17148
이기고싶댜아,887,Gwen (Gwen),4,16826
이기고싶댜아,126,Jayce (Jayce),4,16244
이기고싶댜아,64,Lee Sin (LeeSin),4,12685
이기고싶댜아,39,Irelia (Irelia),3,11467
이기고싶댜아,114,Fiora (Fiora),3,11391
이기고싶댜아,266,Aatrox (Aatrox),3,9385
이기고싶댜아,29,Twitch (Twitch),3,9051
이기고싶댜아,157,Yasuo (Yasuo),3,8930
이기고싶댜아,517,Sylas (Sylas),3,7911
이기고싶댜아,429,Kalista (Kalista),3,7102
이기고싶댜아,58,Renekton (Renekton),3,6207
이기고싶댜아,234,Viego (Viego),3,6104
이기고싶댜아,164,Camille (Camille),2,5922
이기고싶댜아,777,Yone (Yone),2,5857
이기고싶댜아,84,Akali (Akali),2,5849
이기고싶댜아,115,Ziggs (Ziggs),2,5726
이기고싶댜아,13,Ryze (Ryze),2,4819
이기고싶댜아,2,Olaf (Olaf),2,4652
이기고싶댜아,112,Viktor (Viktor),2,4620
이기고싶댜아,96,Kog'Maw (KogMaw),2,4333
이기고싶댜아,150,Gnar (Gnar),2,4297
이기고싶댜아,89,Leona (Leona),2,3200
이기고싶댜아,350,Yuumi (Yuumi),2,3050
이기고싶댜아,56,Nocturne (Nocturne),2,3039
이기고싶댜아,117,Lulu (Lulu),2,3008
이기고싶댜아,24,Jax (Jax),2,2937
이기고싶댜아,119,Draven (Draven),2,2701
이기고싶댜아,895,Nilah (Nilah),2,2527
이기고싶댜아,268,Azir (Azir),2,2495
이기고싶댜아,412,Thresh (Thresh),2,2427
이기고싶댜아,79,Gragas (Gragas),2,2366
이기고싶댜아,61,Orianna (Orianna),2,2196
이기고싶댜아,45,Veigar (Veigar),2,2181
이기고싶댜아,54,Malphite (Malphite),2,1995
이기고싶댜아,223,Tahm Kench (TahmKench),2,1991
이기고싶댜아,23,Tryndamere (Tryndamere),2,1965
이기고싶댜아,516,Ornn (Ornn),2,1952
이기고싶댜아,238,Zed (Zed),2,1941
이기고싶댜아,142,Zoe (Zoe),1,1654
이기고싶댜아,50,Swain (Swain),1,1496
이기고싶댜아,897,K'Sante (KSante),1,1484
이기고싶댜아,555,Pyke (Pyke),1,1283
이기고싶댜아,62,Wukong (MonkeyKing),1,1262
이기고싶댜아,111,Nautilus (Nautilus),1,1154
이기고싶댜아,53,Blitzcrank (Blitzcrank),1,1128
이기고싶댜아,121,Kha'Zix (Khazix),1,1092
이기고싶댜아,203,Kindred (Kindred),1,1023
이기고싶댜아,134,Syndra (Syndra),1,934
이기고싶댜아,245,Ekko (Ekko),1,891
이기고싶댜아,246,Qiyana (Qiyana),1,861
이기고싶댜아,14,Sion (Sion),1,860
이기고싶댜아,7,LeBlanc (Leblanc),1,845
이기고싶댜아,421,Rek'Sai (RekSai),1,832
이기고싶댜아,76,Nidalee (Nidalee),1,793
이기고싶댜아,161,Vel'Koz (Velkoz),1,785
이기고싶댜아,30,Karthus (Karthus),1,780
이기고싶댜아,8,Vladimir (Vladimir),1,774
이기고싶댜아,42,Corki (Corki),1,760
이기고싶댜아,57,Maokai (Maokai),1,717
이기고싶댜아,26,Zilean (Zilean),1,629
이기고싶댜아,43,Karma (Karma),1,619
이기고싶댜아,875,Sett (Sett),1,618
이기고싶댜아,163,Taliyah (Taliyah),1,618
이기고싶댜아,103,Ahri (Ahri),1,596
이기고싶댜아,3,Galio (Galio),1,345
이기고싶댜아,5,Xin Zhao (XinZhao),1,207
이기고싶댜아,36,Dr. Mundo (DrMundo),1,160
이기고싶댜아,120,Hecarim (Hecarim),1,151
이기고싶댜아,69,Cassiopeia (Cassiopeia),1,144
이기고싶댜아,711,Vex (Vex),1,139
이기고싶댜아,99,Lux (Lux),1,139
이기고싶댜아,4,Twisted Fate (TwistedFate),1,134
이기고싶댜아,60,Elise (Elise),1,133
이기고싶댜아,41,Gangplank (Gangplank),1,133
이기고싶댜아,127,Lissandra (Lissandra),1,131
이기고싶댜아,526,Rell (Rell),1,127
이기고싶댜아,11,Master Yi (MasterYi),1,123
이기고싶댜아,432,Bard (Bard),1,110
이기고싶댜아,35,Shaco (Shaco),1,109
이기고싶댜아,1,Annie (Annie),1,98
John Wix,81,Ezreal (Ezreal),5,93755
John Wix,523,Aphelios (Aphelios),5,51833
John Wix,221,Zeri (Zeri),5,46033
John Wix,360,Samira (Samira),5,27792
John Wix,145,Kai'Sa (Kaisa),5,25973
John Wix,498,Xayah (Xayah),4,21158
John Wix,21,Miss Fortune (MissFortune),4,18816
John Wix,96,Kog'Maw (KogMaw),4,15435
John Wix,202,Jhin (Jhin),4,14204
John Wix,236,Lucian (Lucian),4,13973
John Wix,126,Jayce (Jayce),4,13508
John Wix,429,Kalista (Kalista),4,13262
John Wix,555,Pyke (Pyke),4,12661
John Wix,18,Tristana (Tristana),3,12097
John Wix,119,Draven (Draven),3,11562
John Wix,22,Ashe (Ashe),3,10854
John Wix,222,Jinx (Jinx),3,7811
John Wix,895,Nilah (Nilah),3,7222
John Wix,110,Varus (Varus),3,7024
John Wix,111,Nautilus (Nautilus),3,6962
John Wix,51,Caitlyn (Caitlyn),3,6579
John Wix,43,Karma (Karma),2,5086
John Wix,518,Neeko (Neeko),2,3908
John Wix,497,Rakan (Rakan),2,3594
John Wix,57,Maokai (Maokai),2,2967
John Wix,103,Ahri (Ahri),2,2848
John Wix,30,Karthus (Karthus),2,2825
John Wix,86,Garen (Garen),2,2497
John Wix,53,Blitzcrank (Blitzcrank),2,2338
John Wix,157,Yasuo (Yasuo),2,2230
John Wix,29,Twitch (Twitch),2,2094
John Wix,58,Renekton (Renekton),2,1906
John Wix,201,Braum (Braum),2,1878
John Wix,203,Kindred (Kindred),2,1851
John Wix,74,Heimerdinger (Heimerdinger),2,1835
John Wix,141,Kayn (Kayn),1,1767
John Wix,115,Ziggs (Ziggs),1,1524
John Wix,15,Sivir (Sivir),1,1456
John Wix,234,Viego (Viego),1,1331
John Wix,50,Swain (Swain),1,1311
John Wix,67,Vayne (Vayne),1,1222
John Wix,112,Viktor (Viktor),1,1130
John Wix,16,Soraka (Soraka),1,1124
John Wix,902,Milio (Milio),1,1074
John Wix,134,Syndra (Syndra),1,1070
John Wix,117,Lulu (Lulu),1,1057
John Wix,235,Senna (Senna),1,1013
John Wix,166,Akshan (Akshan),1,936
John Wix,59,Jarvan IV (JarvanIV),1,914
John Wix,101,Xerath (Xerath),1,808
John Wix,78,Poppy (Poppy),1,781
John Wix,105,Fizz (Fizz),1,644
John Wix,34,Anivia (Anivia),1,633
John Wix,12,Alistar (Alistar),1,235
John Wix,133,Quinn (Quinn),1,203
John Wix,63,Brand (Brand),1,202
John Wix,68,Rumble (Rumble),1,194
John Wix,266,Aatrox (Aatrox),1,175
John Wix,412,Thresh (Thresh),1,163
John Wix,31,Cho'Gath (Chogath),1,129
John Wix,76,Nidalee (Nidalee),1,125
John Wix,517,Sylas (Sylas),1,124
John Wix,92,Riven (Riven),1,123
John Wix,350,Yuumi (Yuumi),1,117
John Wix,267,Nami (Nami),1,98
John Wix,1,Annie (Annie),1,98
John Wix,7,LeBlanc (Leblanc),1,94
John Wix,777,Yone (Yone),1,90
John Wix,44,Taric (Taric),1,85
실수는실력,246,Qiyana (Qiyana),7,1407320
실수는실력,39,Irelia (Irelia),7,442421
실수는실력,84,Akali (Akali),7,384445
실수는실력,157,Yasuo (Yasuo),7,364302
실수는실력,238,Zed (Zed),7,295896
실수는실력,64,Lee Sin (LeeSin),7,291039
실수는실력,517,Sylas (Sylas),6,256587
실수는실력,126,Jayce (Jayce),5,153301
실수는실력,80,Pantheon (Pantheon),5,143439
실수는실력,92,Riven (Riven),7,142720
실수는실력,245,Ekko (Ekko),6,139441
실수는실력,114,Fiora (Fiora),6,133915
실수는실력,8,Vladimir (Vladimir),5,128353
실수는실력,7,LeBlanc (Leblanc),5,120354
실수는실력,555,Pyke (Pyke),5,114451
실수는실력,141,Kayn (Kayn),5,104123
실수는실력,875,Sett (Sett),5,102925
실수는실력,236,Lucian (Lucian),5,95025
실수는실력,266,Aatrox (Aatrox),5,91962
실수는실력,164,Camille (Camille),5,84132
실수는실력,523,Aphelios (Aphelios),5,79729
실수는실력,81,Ezreal (Ezreal),5,70603
실수는실력,104,Graves (Graves),5,65579
실수는실력,121,Kha'Zix (Khazix),6,65098
실수는실력,516,Ornn (Ornn),5,62759
실수는실력,777,Yone (Yone),5,58427
실수는실력,61,Orianna (Orianna),5,56596
실수는실력,120,Hecarim (Hecarim),5,52153
실수는실력,122,Darius (Darius),5,51349
실수는실력,145,Kai'Sa (Kaisa),5,46969
실수는실력,53,Blitzcrank (Blitzcrank),5,45609
실수는실력,150,Gnar (Gnar),5,42660
실수는실력,134,Syndra (Syndra),5,42420
실수는실력,4,Twisted Fate (TwistedFate),5,41949
실수는실력,91,Talon (Talon),5,41497
실수는실력,58,Renekton (Renekton),5,40116
실수는실력,38,Kassadin (Kassadin),5,38912
실수는실력,142,Zoe (Zoe),5,38358
실수는실력,78,Poppy (Poppy),5,37967
실수는실력,163,Taliyah (Taliyah),5,37553
실수는실력,55,Katarina (Katarina),5,37447
실수는실력,202,Jhin (Jhin),5,36262
실수는실력,112,Viktor (Viktor),5,35328
실수는실력,60,Elise (Elise),5,34845
실수는실력,101,Xerath (Xerath),5,33234
실수는실력,67,Vayne (Vayne),5,31182
실수는실력,41,Gangplank (Gangplank),5,27407
실수는실력,3,Galio (Galio),5,27183
실수는실력,498,Xayah (Xayah),5,26589
실수는실력,35,Shaco (Shaco),5,25902
실수는실력,11,Master Yi (MasterYi),5,25525
실수는실력,412,Thresh (Thresh),5,25069
실수는실력,69,Cassiopeia (Cassiopeia),5,24099
실수는실력,268,Azir (Azir),5,22500
실수는실력,161,Vel'Koz (Velkoz),5,22197
실수는실력,420,Illaoi (Illaoi),5,22036
실수는실력,50,Swain (Swain),4,20953
실수는실력,22,Ashe (Ashe),4,19705
실수는실력,13,Ryze (Ryze),4,18701
실수는실력,24,Jax (Jax),4,17739
실수는실력,106,Volibear (Volibear),4,16025
실수는실력,105,Fizz (Fizz),4,15605
실수는실력,54,Malphite (Malphite),4,14950
실수는실력,107,Rengar (Rengar),4,14808
실수는실력,43,Karma (Karma),4,14048
실수는실력,360,Samira (Samira),4,13368
실수는실력,203,Kindred (Kindred),4,13267
실수는실력,12,Alistar (Alistar),3,12197
실수는실력,131,Diana (Diana),3,12055
실수는실력,10,Kayle (Kayle),3,11573
실수는실력,103,Ahri (Ahri),3,11563
실수는실력,75,Nasus (Nasus),3,11379
실수는실력,876,Lillia (Lillia),3,11332
실수는실력,90,Malzahar (Malzahar),3,11090
실수는실력,30,Karthus (Karthus),3,11053
실수는실력,117,Lulu (Lulu),3,10335
실수는실력,221,Zeri (Zeri),3,10182
실수는실력,235,Senna (Senna),3,10120
실수는실력,51,Caitlyn (Caitlyn),3,9557
실수는실력,20,Nunu & Willump (Nunu),3,7963
실수는실력,99,Lux (Lux),3,7106
실수는실력,82,Mordekaiser (Mordekaiser),3,6941
실수는실력,76,Nidalee (Nidalee),3,6808
실수는실력,350,Yuumi (Yuumi),3,6606
실수는실력,33,Rammus (Rammus),3,6160
실수는실력,16,Soraka (Soraka),2,5898
실수는실력,79,Gragas (Gragas),2,5807
실수는실력,34,Anivia (Anivia),2,5640
실수는실력,2,Olaf (Olaf),2,5110
실수는실력,68,Rumble (Rumble),2,5064
실수는실력,136,Aurelion Sol (AurelionSol),2,4931
실수는실력,86,Garen (Garen),2,4689
실수는실력,96,Kog'Maw (KogMaw),2,4490
실수는실력,32,Amumu (Amumu),2,4405
실수는실력,115,Ziggs (Ziggs),2,4344
실수는실력,19,Warwick (Warwick),2,4204
실수는실력,17,Teemo (Teemo),2,3917
실수는실력,154,Zac (Zac),2,3859
실수는실력,98,Shen (Shen),2,3688
실수는실력,166,Akshan (Akshan),2,3629
실수는실력,223,Tahm Kench (TahmKench),2,3612
실수는실력,57,Maokai (Maokai),2,3449
실수는실력,887,Gwen (Gwen),2,3426
실수는실력,1,Annie (Annie),2,3386
실수는실력,222,Jinx (Jinx),2,3374
실수는실력,74,Heimerdinger (Heimerdinger),2,3239
실수는실력,429,Kalista (Kalista),2,3153
실수는실력,110,Varus (Varus),2,2973
실수는실력,62,Wukong (MonkeyKing),2,2815
실수는실력,25,Morgana (Morgana),2,2755
실수는실력,5,Xin Zhao (XinZhao),2,2711
실수는실력,26,Zilean (Zilean),2,2654
실수는실력,45,Veigar (Veigar),2,2531
실수는실력,42,Corki (Corki),2,2476
실수는실력,89,Leona (Leona),2,2457
실수는실력,31,Cho'Gath (Chogath),2,2457
실수는실력,102,Shyvana (Shyvana),2,2346
실수는실력,15,Sivir (Sivir),2,2102
실수는실력,119,Draven (Draven),2,1873
실수는실력,59,Jarvan IV (JarvanIV),2,1828
실수는실력,711,Vex (Vex),1,1788
실수는실력,254,Vi (Vi),1,1782
실수는실력,27,Singed (Singed),1,1767
실수는실력,85,Kennen (Kennen),1,1639
실수는실력,48,Trundle (Trundle),1,1581
실수는실력,497,Rakan (Rakan),1,1568
실수는실력,127,Lissandra (Lissandra),1,1566
실수는실력,29,Twitch (Twitch),1,1532
실수는실력,36,Dr. Mundo (DrMundo),1,1406
실수는실력,14,Sion (Sion),1,1268
실수는실력,432,Bard (Bard),1,1260
실수는실력,63,Brand (Brand),1,1128
실수는실력,111,Nautilus (Nautilus),1,936
실수는실력,23,Tryndamere (Tryndamere),1,884
실수는실력,240,Kled (Kled),1,879
실수는실력,77,Udyr (Udyr),1,853
실수는실력,56,Nocturne (Nocturne),1,760
실수는실력,28,Evelynn (Evelynn),1,703
실수는실력,518,Neeko (Neeko),1,674
실수는실력,421,Rek'Sai (RekSai),1,606
실수는실력,895,Nilah (Nilah),1,604
실수는실력,427,Ivern (Ivern),1,598
실수는실력,44,Taric (Taric),1,481
실수는실력,9,Fiddlesticks (Fiddlesticks),1,350
실수는실력,234,Viego (Viego),1,289
실수는실력,21,Miss Fortune (MissFortune),1,248
실수는실력,143,Zyra (Zyra),1,164
실수는실력,133,Quinn (Quinn),1,150
실수는실력,897,K'Sante (KSante),1,142
실수는실력,72,Skarner (Skarner),1,115
배불뚝이 현이,245,Ekko (Ekko),7,223838
배불뚝이 현이,234,Viego (Viego),7,192411
배불뚝이 현이,64,Lee Sin (LeeSin),6,138251
배불뚝이 현이,421,Rek'Sai (RekSai),5,121904
배불뚝이 현이,59,Jarvan IV (JarvanIV),7,108259
배불뚝이 현이,517,Sylas (Sylas),5,93168
배불뚝이 현이,106,Volibear (Volibear),5,80220
배불뚝이 현이,99,Lux (Lux),7,64909
배불뚝이 현이,104,Graves (Graves),5,51006
배불뚝이 현이,80,Pantheon (Pantheon),5,49692
배불뚝이 현이,53,Blitzcrank (Blitzcrank),5,48981
배불뚝이 현이,412,Thresh (Thresh),5,46673
배불뚝이 현이,902,Milio (Milio),7,41915
배불뚝이 현이,81,Ezreal (Ezreal),5,41187
배불뚝이 현이,121,Kha'Zix (Khazix),5,37550
배불뚝이 현이,79,Gragas (Gragas),5,36071
배불뚝이 현이,67,Vayne (Vayne),5,36047
배불뚝이 현이,131,Diana (Diana),5,34292
배불뚝이 현이,876,Lillia (Lillia),5,31425
배불뚝이 현이,555,Pyke (Pyke),5,25274
배불뚝이 현이,20,Nunu & Willump (Nunu),5,24096
배불뚝이 현이,154,Zac (Zac),5,24021
배불뚝이 현이,777,Yone (Yone),5,23933
배불뚝이 현이,202,Jhin (Jhin),4,21588
배불뚝이 현이,117,Lulu (Lulu),4,20651
배불뚝이 현이,235,Senna (Senna),4,19537
배불뚝이 현이,222,Jinx (Jinx),4,18749
배불뚝이 현이,63,Brand (Brand),4,16067
배불뚝이 현이,203,Kindred (Kindred),4,15358
배불뚝이 현이,254,Vi (Vi),4,14820
배불뚝이 현이,163,Taliyah (Taliyah),4,14581
배불뚝이 현이,14,Sion (Sion),3,12099
배불뚝이 현이,22,Ashe (Ashe),3,11974
배불뚝이 현이,76,Nidalee (Nidalee),3,11765
배불뚝이 현이,58,Renekton (Renekton),3,10360
배불뚝이 현이,62,Wukong (MonkeyKing),3,8818
배불뚝이 현이,526,Rell (Rell),3,8163
배불뚝이 현이,5,Xin Zhao (XinZhao),3,7840
배불뚝이 현이,497,Rakan (Rakan),3,7544
배불뚝이 현이,102,Shyvana (Shyvana),3,7129
배불뚝이 현이,145,Kai'Sa (Kaisa),3,6555
배불뚝이 현이,236,Lucian (Lucian),3,6535
배불뚝이 현이,51,Caitlyn (Caitlyn),3,6475
배불뚝이 현이,17,Teemo (Teemo),3,6451
배불뚝이 현이,3,Galio (Galio),3,6099
배불뚝이 현이,43,Karma (Karma),2,5845
배불뚝이 현이,78,Poppy (Poppy),2,5692
배불뚝이 현이,54,Malphite (Malphite),2,5594
배불뚝이 현이,86,Garen (Garen),2,5418
배불뚝이 현이,55,Katarina (Katarina),2,5328
배불뚝이 현이,122,Darius (Darius),2,5292
배불뚝이 현이,24,Jax (Jax),2,4712
배불뚝이 현이,12,Alistar (Alistar),2,4314
배불뚝이 현이,114,Fiora (Fiora),2,4182
배불뚝이 현이,120,Hecarim (Hecarim),2,4001
배불뚝이 현이,69,Cassiopeia (Cassiopeia),2,3911
배불뚝이 현이,9,Fiddlesticks (Fiddlesticks),2,3827
배불뚝이 현이,141,Kayn (Kayn),2,3796
배불뚝이 현이,15,Sivir (Sivir),2,3789
배불뚝이 현이,72,Skarner (Skarner),2,3544
배불뚝이 현이,57,Maokai (Maokai),2,3379
배불뚝이 현이,875,Sett (Sett),2,2916
배불뚝이 현이,113,Sejuani (Sejuani),2,2679
배불뚝이 현이,201,Braum (Braum),2,2607
배불뚝이 현이,34,Anivia (Anivia),2,2458
배불뚝이 현이,350,Yuumi (Yuumi),2,2430
배불뚝이 현이,91,Talon (Talon),2,2408
배불뚝이 현이,101,Xerath (Xerath),2,2390
배불뚝이 현이,48,Trundle (Trundle),2,2203
배불뚝이 현이,13,Ryze (Ryze),2,2097
배불뚝이 현이,16,Soraka (Soraka),2,2012
배불뚝이 현이,166,Akshan (Akshan),2,1990
배불뚝이 현이,266,Aatrox (Aatrox),2,1872
배불뚝이 현이,44,Taric (Taric),1,1683
배불뚝이 현이,32,Amumu (Amumu),1,1683
배불뚝이 현이,28,Evelynn (Evelynn),1,1652
배불뚝이 현이,92,Riven (Riven),1,1584
배불뚝이 현이,360,Samira (Samira),1,1560
배불뚝이 현이,11,Master Yi (MasterYi),1,1251
배불뚝이 현이,42,Corki (Corki),1,1174
배불뚝이 현이,25,Morgana (Morgana),1,1109
배불뚝이 현이,10,Kayle (Kayle),1,1093
배불뚝이 현이,26,Zilean (Zilean),1,1088
배불뚝이 현이,37,Sona (Sona),1,1073
배불뚝이 현이,61,Orianna (Orianna),1,1033
배불뚝이 현이,897,K'Sante (KSante),1,982
배불뚝이 현이,238,Zed (Zed),1,975
배불뚝이 현이,126,Jayce (Jayce),1,928
배불뚝이 현이,7,LeBlanc (Leblanc),1,917
배불뚝이 현이,2,Olaf (Olaf),1,867
배불뚝이 현이,27,Singed (Singed),1,711
배불뚝이 현이,518,Neeko (Neeko),1,701
배불뚝이 현이,134,Syndra (Syndra),1,643
배불뚝이 현이,161,Vel'Koz (Velkoz),1,636
배불뚝이 현이,133,Quinn (Quinn),1,577
배불뚝이 현이,82,Mordekaiser (Mordekaiser),1,575
배불뚝이 현이,30,Karthus (Karthus),1,503
배불뚝이 현이,267,Nami (Nami),1,251
배불뚝이 현이,164,Camille (Camille),1,171
배불뚝이 현이,246,Qiyana (Qiyana),1,167
배불뚝이 현이,68,Rumble (Rumble),1,157
배불뚝이 현이,119,Draven (Draven),1,152
배불뚝이 현이,33,Rammus (Rammus),1,142
배불뚝이 현이,77,Udyr (Udyr),1,131
배불뚝이 현이,29,Twitch (Twitch),1,126
배불뚝이 현이,103,Ahri (Ahri),1,125
배불뚝이 현이,498,Xayah (Xayah),1,105
배불뚝이 현이,105,Fizz (Fizz),1,102
배불뚝이 현이,89,Leona (Leona),1,101
배불뚝이 현이,110,Varus (Varus),1,100
배불뚝이 현이,950,Naafiri (Naafiri),1,94
배불뚝이 현이,523,Aphelios (Aphelios),1,89
ding ji AD,145,Kai'Sa (Kaisa),5,72853
ding ji AD,29,Twitch (Twitch),5,57649
ding ji AD,221,Zeri (Zeri),5,37259
ding ji AD,350,Yuumi (Yuumi),5,32798
ding ji AD,18,Tristana (Tristana),5,26837
ding ji AD,235,Senna (Senna),5,25717
ding ji AD,523,Aphelios (Aphelios),5,22183
ding ji AD,429,Kalista (Kalista),4,21423
ding ji AD,111,Nautilus (Nautilus),4,21315
ding ji AD,110,Varus (Varus),4,20929
ding ji AD,51,Caitlyn (Caitlyn),4,18708
ding ji AD,360,Samira (Samira),4,16648
ding ji AD,43,Karma (Karma),4,15551
ding ji AD,498,Xayah (Xayah),4,15092
ding ji AD,222,Jinx (Jinx),4,14026
ding ji AD,12,Alistar (Alistar),3,11479
ding ji AD,236,Lucian (Lucian),3,9568
ding ji AD,81,Ezreal (Ezreal),3,9449
ding ji AD,22,Ashe (Ashe),3,8265
ding ji AD,202,Jhin (Jhin),3,6467
ding ji AD,497,Rakan (Rakan),2,4736
ding ji AD,555,Pyke (Pyke),2,3502
ding ji AD,15,Sivir (Sivir),2,3459
ding ji AD,25,Morgana (Morgana),2,3010
ding ji AD,32,Amumu (Amumu),2,2257
ding ji AD,96,Kog'Maw (KogMaw),2,2003
ding ji AD,115,Ziggs (Ziggs),1,1199
ding ji AD,36,Dr. Mundo (DrMundo),1,1134
ding ji AD,518,Neeko (Neeko),1,1108
ding ji AD,1,Annie (Annie),1,1025
ding ji AD,141,Kayn (Kayn),1,900
ding ji AD,54,Malphite (Malphite),1,893
ding ji AD,21,Miss Fortune (MissFortune),1,811
ding ji AD,119,Draven (Draven),1,434
ding ji AD,67,Vayne (Vayne),1,323
ding ji AD,267,Nami (Nami),1,226
ding ji AD,517,Sylas (Sylas),1,182
ding ji AD,133,Quinn (Quinn),1,177
ding ji AD,897,K'Sante (KSante),1,156
ding ji AD,203,Kindred (Kindred),1,136
ding ji AD,104,Graves (Graves),1,121
ding ji AD,16,Soraka (Soraka),1,116
ding ji AD,86,Garen (Garen),1,93
펭로스,126,Jayce (Jayce),5,460381
펭로스,164,Camille (Camille),6,373111
펭로스,68,Rumble (Rumble),6,261339
펭로스,24,Jax (Jax),5,215993
펭로스,13,Ryze (Ryze),5,202831
펭로스,150,Gnar (Gnar),5,171153
펭로스,266,Aatrox (Aatrox),5,168254
펭로스,85,Kennen (Kennen),5,165375
펭로스,39,Irelia (Irelia),5,143044
펭로스,58,Renekton (Renekton),5,138350
펭로스,114,Fiora (Fiora),5,116739
펭로스,41,Gangplank (Gangplank),5,101940
펭로스,236,Lucian (Lucian),5,99954
펭로스,81,Ezreal (Ezreal),5,89314
펭로스,14,Sion (Sion),5,74773
펭로스,112,Viktor (Viktor),5,69570
펭로스,79,Gragas (Gragas),5,66166
펭로스,18,Tristana (Tristana),5,65753
펭로스,8,Vladimir (Vladimir),5,64971
펭로스,57,Maokai (Maokai),5,64884
펭로스,84,Akali (Akali),5,62310
펭로스,6,Urgot (Urgot),5,57311
펭로스,78,Poppy (Poppy),5,57237
펭로스,157,Yasuo (Yasuo),5,52725
펭로스,59,Jarvan IV (JarvanIV),5,49764
펭로스,202,Jhin (Jhin),5,48903
펭로스,22,Ashe (Ashe),5,46277
펭로스,121,Kha'Zix (Khazix),5,43634
펭로스,245,Ekko (Ekko),5,41661
펭로스,98,Shen (Shen),5,40012
펭로스,897,K'Sante (KSante),5,36166
펭로스,105,Fizz (Fizz),5,35495
펭로스,516,Ornn (Ornn),5,35385
펭로스,111,Nautilus (Nautilus),5,35058
펭로스,240,Kled (Kled),5,35008
펭로스,113,Sejuani (Sejuani),5,34281
펭로스,27,Singed (Singed),5,34196
펭로스,497,Rakan (Rakan),5,33795
펭로스,517,Sylas (Sylas),5,33426
펭로스,887,Gwen (Gwen),5,33290
펭로스,64,Lee Sin (LeeSin),5,33221
펭로스,96,Kog'Maw (KogMaw),5,31928
펭로스,122,Darius (Darius),5,30800
펭로스,3,Galio (Galio),5,29259
펭로스,412,Thresh (Thresh),5,27495
펭로스,432,Bard (Bard),5,27094
펭로스,133,Quinn (Quinn),5,26817
펭로스,43,Karma (Karma),5,26228
펭로스,40,Janna (Janna),5,25815
펭로스,69,Cassiopeia (Cassiopeia),5,25763
펭로스,117,Lulu (Lulu),5,25375
펭로스,51,Caitlyn (Caitlyn),5,25122
펭로스,127,Lissandra (Lissandra),5,25031
펭로스,31,Cho'Gath (Chogath),5,25012
펭로스,145,Kai'Sa (Kaisa),5,24930
펭로스,54,Malphite (Malphite),5,23690
펭로스,50,Swain (Swain),5,21836
펭로스,7,LeBlanc (Leblanc),5,21668
펭로스,2,Olaf (Olaf),4,20836
펭로스,163,Taliyah (Taliyah),4,20815
펭로스,10,Kayle (Kayle),4,20721
펭로스,201,Braum (Braum),4,20268
펭로스,12,Alistar (Alistar),4,19980
펭로스,36,Dr. Mundo (DrMundo),4,18881
펭로스,222,Jinx (Jinx),4,18580
펭로스,53,Blitzcrank (Blitzcrank),4,16951
펭로스,104,Graves (Graves),4,16257
펭로스,498,Xayah (Xayah),4,16059
펭로스,44,Taric (Taric),4,15846
펭로스,110,Varus (Varus),4,15505
펭로스,17,Teemo (Teemo),4,14527
펭로스,5,Xin Zhao (XinZhao),4,14012
펭로스,223,Tahm Kench (TahmKench),4,13138
펭로스,15,Sivir (Sivir),4,12848
펭로스,21,Miss Fortune (MissFortune),3,12108
펭로스,67,Vayne (Vayne),3,12090
펭로스,142,Zoe (Zoe),3,12056
펭로스,25,Morgana (Morgana),3,11675
펭로스,134,Syndra (Syndra),3,11440
펭로스,38,Kassadin (Kassadin),3,11170
펭로스,4,Twisted Fate (TwistedFate),3,10261
펭로스,107,Rengar (Rengar),3,9792
펭로스,555,Pyke (Pyke),3,9463
펭로스,29,Twitch (Twitch),3,9379
펭로스,80,Pantheon (Pantheon),3,9058
펭로스,61,Orianna (Orianna),3,8781
펭로스,777,Yone (Yone),3,8382
펭로스,523,Aphelios (Aphelios),3,8301
펭로스,48,Trundle (Trundle),3,8296
펭로스,92,Riven (Riven),3,8193
